Subject,words,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
9,hospital,12,9,0,2,6,3,0,12,11,0,12,15,0,13,3,0,0,0,0,0,13,0,10,7,0,0,7,0,0,6,0,0,12,8,6,0,9,0,11,4,10,4,14,7,0,10,0,9,0,9,4,9,11,13,4,0,6,4,13,0,10,0,12,0,0,11,11,13,2,1,10,4,10,6,0,3,0,11,7,10,7,9,7,0,5,0,0,4,10,13,11,3,11,7,5,0,8,11,0,12
10,disease,3,11,0,0,7,8,0,7,9,0,9,5,0,6,9,0,0,0,0,0,12,7,7,3,0,0,8,0,10,10,0,0,10,7,10,0,11,11,6,14,5,11,9,13,0,8,0,4,0,5,0,10,10,11,11,0,9,3,8,10,11,0,11,0,0,12,13,9,4,5,11,10,5,7,8,7,0,10,8,8,4,8,9,0,0,0,0,9,6,7,8,6,12,9,12,0,7,0,0,9
11,body,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,4,0,0,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,5,8,0,0,0,0,0,0,0,0,6,0,8,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
12,vigor,0,7,0,0,0,0,1,3,0,0,1,3,3,3,0,3,3,0,0,0,4,0,0,0,0,0,2,0,2,0,0,8,0,3,3,0,0,0,0,5,2,0,3,4,0,2,0,0,0,3,0,5,0,3,0,0,5,0,3,9,0,0,0,0,0,6,5,3,1,0,0,0,3,0,0,0,0,0,4,0,3,5,0,0,0,0,6,0,0,3,0,5,4,0,0,0,1,0,0,0
13,center,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,4,5,0,2,0,0,0,0,0
14,pain,2,6,0,6,5,2,3,8,8,5,8,2,4,5,11,4,6,0,0,1,1,5,5,2,0,0,5,3,11,1,2,9,11,6,4,4,7,10,3,6,1,1,8,6,3,6,3,1,5,2,3,8,6,4,2,0,3,11,11,5,12,0,5,0,0,7,8,4,6,6,3,11,4,5,0,4,0,5,5,6,2,7,5,0,4,5,5,3,7,4,0,8,3,0,1,0,3,9,6,6
15,robust,4,1,2,3,2,1,4,2,2,2,2,1,2,7,2,1,1,5,2,3,2,1,2,1,1,1,1,2,1,2,3,1,2,2,1,1,2,2,2,1,0,2,1,2,4,1,1,3,1,6,2,2,0,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,0,2,2,2,1,2,1,2,4,1,1,1,0,3,1,2,1,2,1,1,5,1,1,2,1,2,3,1,2,1,2,1
othr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,mutton,8,8,8,7,8,8,8,8,8,8,8,8,8,7,8,9,8,8,8,4,8,8,9,8,4,8,8,8,8,8,8,8,8,9,6,8,8,8,8,9,8,2,8,8,8,7,9,8,8,8,8,3,8,6,8,8,1,7,6,8,6,7,6,8,5,6,7,8,8,8,9,8,9,5,5,8,5,7,8,8,9,7,7,8,5,8,8,9,8,8,8,6,8,8,7,8,7,8,8,7
1,lamb,3,2,2,4,3,4,2,4,2,1,2,5,2,4,4,3,2,1,4,2,7,3,4,4,6,3,4,2,3,3,3,3,1,2,2,2,5,1,4,4,2,1,2,4,3,2,4,1,3,3,3,2,2,4,2,3,2,3,3,4,4,2,2,4,4,2,2,3,4,6,1,1,2,3,2,2,4,4,3,4,2,5,2,3,3,3,2,5,1,2,2,3,5,2,2,3,3,4,5,3
2,sheep,7,4,5,8,5,5,9,5,6,7,5,6,6,8,5,6,3,2,6,9,9,7,6,6,8,7,5,7,6,7,5,7,5,8,8,7,6,4,7,5,7,8,7,6,7,8,8,6,6,5,5,7,7,8,5,7,8,8,4,5,5,8,5,9,6,5,6,7,6,7,6,7,8,8,7,7,8,5,4,5,7,8,8,7,8,5,5,8,2,5,4,4,9,7,8,7,8,5,6,8
3,meat,2,1,3,3,2,3,1,1,5,2,1,4,1,2,2,4,1,3,5,3,1,2,2,1,2,1,3,1,2,2,1,2,4,1,1,3,4,2,1,3,1,7,1,2,4,1,7,4,2,2,2,4,1,2,1,5,3,2,2,3,3,1,3,3,2,3,3,2,5,5,3,4,4,2,1,4,3,2,2,2,3,1,1,2,2,2,1,3,5,1,1,2,3,6,3,1,1,2,1,2
4,chops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,beef,4,5,4,1,6,6,4,3,3,3,3,7,3,6,6,5,5,5,7,1,3,4,5,2,1,4,6,4,7,6,4,1,7,6,5,6,7,3,2,7,6,5,3,3,5,5,6,5,4,7,4,5,5,1,3,2,6,1,9,2,7,5,4,6,1,1,4,5,7,1,8,6,5,7,6,6,7,6,5,1,5,4,3,4,1,7,3,7,3,3,5,1,6,1,4,6,5,6,3,4
6,veal,1,3,1,2,4,1,3,7,1,4,4,3,4,3,7,7,4,6,2,5,6,6,7,3,3,2,1,3,4,4,2,5,2,4,3,5,1,5,6,8,3,6,4,1,6,4,3,2,5,4,7,8,3,3,4,4,4,4,7,1,8,3,1,5,3,4,5,4,1,3,5,3,6,6,3,5,6,3,1,7,6,3,6,5,7,4,4,1,4,4,3,5,4,3,1,5,4,3,2,5
7,collar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,leg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,eat,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
10,fat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
11,coat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,stew,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,9
13,fur,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,8,0,0,0,9,9,0,0,0,0,0,7,0,10,0,0,9,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
14,pork,6,6,6,5,7,7,6,6,4,5,7,1,7,1,3,2,6,4,3,6,5,1,3,5,7,6,7,5,1,5,6,6,3,3,4,4,2,7,3,6,5,3,6,5,1,6,1,3,7,6,6,1,4,5,6,6,5,5,5,6,2,6,7,7,7,7,1,6,2,4,7,2,3,4,4,1,1,1,6,3,1,2,4,1,4,1,7,4,6,6,7,7,7,5,6,4,2,7,4,6
15,steak,5,7,7,6,1,2,7,2,7,6,6,2,5,5,1,8,7,7,1,7,2,5,1,7,5,5,2,6,5,1,7,4,6,5,7,1,3,6,5,2,4,4,5,7,2,3,2,7,1,1,1,6,6,7,7,1,7,6,8,7,9,4,9,1,8,8,8,1,3,2,2,5,7,1,8,3,2,8,7,6,4,6,5,6,6,6,6,2,7,7,6,9,2,4,5,2,6,1,7,1
othr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,rough,6,5,5,5,8,6,4,5,5,6,9,6,5,6,4,7,8,6,7,6,5,5,4,5,5,3,7,4,7,6,7,5,3,5,5,4,7,4,4,5,11,6,5,5,5,6,3,9,4,8,6,8,4,10,9,7,7,5,5,4,7,7,6,5,5,8,4,5,4,5,13,7,7,7,9,7,10,7,5,10,4,6,5,4,8,7,8,6,4,4,6,4,6,7,4,7,5,3,6,7
1,smooth,5,8,4,4,6,8,3,4,3,4,8,9,6,9,1,9,6,5,5,5,4,7,7,4,7,6,5,6,9,7,5,8,5,9,7,2,8,6,3,8,10,5,3,7,8,5,6,7,6,7,5,7,3,5,4,5,5,7,9,7,4,5,4,3,7,10,6,10,8,7,8,6,6,6,6,5,9,6,8,6,7,5,7,7,6,8,5,5,7,6,5,6,8,6,7,9,7,5,5,6
2,bumpy,4,7,3,3,5,7,2,2,4,3,7,8,4,8,5,8,5,2,6,4,3,6,5,3,6,4,4,5,10,5,4,7,4,8,6,3,9,5,2,7,9,3,4,6,9,4,5,6,5,9,4,6,2,4,3,6,4,6,8,5,3,6,3,2,6,9,5,9,5,6,6,5,5,5,4,4,8,5,9,5,6,4,6,6,5,9,6,4,6,5,4,5,7,5,8,8,6,4,3,5
3,sea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4,tough,0,9,6,0,0,9,11,9,0,0,10,12,0,12,6,12,9,0,10,7,7,10,0,7,0,0,0,0,11,0,0,12,9,11,8,0,12,0,10,0,12,10,0,9,10,10,0,12,9,11,7,10,0,0,0,8,6,8,12,6,6,11,7,0,0,6,0,0,7,8,12,8,8,8,10,9,11,11,11,12,0,7,12,8,10,11,9,7,0,10,7,0,11,0,11,0,9,6,7,0
5,sandpaper,9,4,8,6,10,4,6,11,10,10,4,5,9,5,10,5,7,7,9,8,6,11,8,6,8,10,8,7,8,4,8,11,8,4,4,6,11,8,5,6,5,4,6,10,7,8,7,10,8,6,8,9,6,6,5,2,8,4,6,8,8,4,8,9,8,11,10,7,9,9,9,4,9,9,8,10,6,4,4,7,10,3,4,5,9,6,10,10,3,7,9,7,5,8,5,5,11,8,8,9
6,jagged,7,11,7,7,9,5,7,8,8,11,5,10,11,7,9,4,10,8,11,9,10,9,9,10,10,11,9,10,2,8,10,6,7,6,11,5,5,9,8,10,6,11,7,11,11,11,8,11,11,10,11,11,5,8,6,10,9,10,10,9,9,9,9,6,9,12,8,6,6,1,11,3,4,10,5,6,7,8,6,8,9,9,9,10,12,4,11,9,8,11,10,8,4,10,9,6,10,11,4,10
7,ready,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,coarse,8,6,9,8,2,11,8,7,9,7,6,4,7,4,11,6,13,9,12,11,11,4,10,8,4,7,10,9,5,10,9,10,10,7,12,8,6,10,7,4,7,9,8,8,4,9,10,8,12,3,9,4,7,7,8,11,10,11,4,10,10,8,11,7,10,5,9,11,10,12,4,2,11,11,11,11,4,9,7,4,5,10,10,11,4,5,12,11,5,8,11,9,9,11,6,10,12,9,10,11
9,uneven,10,10,10,9,7,10,9,10,7,8,11,7,8,11,7,10,11,10,8,10,8,8,6,9,9,8,6,8,6,9,6,9,6,10,9,9,10,7,9,9,8,8,9,12,6,7,9,5,10,4,10,5,8,9,11,9,11,9,11,11,5,10,10,8,11,7,7,8,11,10,10,9,10,4,7,8,5,10,10,9,8,8,8,9,11,12,7,8,9,9,8,10,10,9,10,11,8,12,9,8
10,riders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,rugged,11,0,11,0,11,0,10,12,11,9,0,11,10,10,0,11,12,11,13,12,12,12,11,11,0,9,11,11,0,11,0,13,11,12,10,10,0,0,11,0,1,7,0,13,0,0,0,0,0,0,0,0,10,11,10,12,0,12,7,0,11,0,0,10,12,0,11,0,12,11,5,10,12,0,0,0,12,12,12,11,0,0,11,0,7,13,13,0,0,12,12,11,0,0,0,0,0,10,0,0
12,sand,1,2,1,2,3,2,5,6,2,2,3,3,2,2,8,3,3,4,1,2,9,2,1,2,2,2,2,3,1,3,3,2,2,3,2,7,3,2,6,1,3,1,2,2,1,3,1,3,2,1,1,2,9,1,1,4,1,1,1,3,1,2,2,4,2,1,2,2,2,3,3,11,1,1,1,1,2,1,3,3,2,2,1,3,1,3,3,1,1,1,3,2,2,1,2,3,2,7,2,3
13,boards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,0,0,4
14,ground,3,3,0,0,4,3,0,1,6,5,1,2,1,3,3,0,2,1,3,3,1,3,3,0,3,5,3,2,4,1,1,3,0,1,3,0,2,3,0,3,4,0,0,3,3,2,4,2,1,5,3,3,0,2,0,3,3,2,3,2,0,3,5,0,3,3,3,1,3,4,2,0,3,3,3,3,3,2,1,2,3,0,3,1,2,2,2,3,0,3,2,3,3,3,3,4,3,2,0,1
15,gravel,2,1,2,1,1,1,1,3,1,1,2,1,3,1,2,2,1,3,2,1,2,1,2,1,1,1,1,1,3,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,2,1,3,2,2,1,1,3,2,1,2,3,2,1,2,1,1,1,1,2,1,3,1,2,1,1,2,2,2,2,1,3,2,1,1,1,2,2,3,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2
othr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,carpet,8,8,4,4,4,5,2,1,7,9,3,3,5,5,7,7,11,5,7,7,1,5,2,10,8,9,6,3,9,10,3,8,9,7,3,3,4,9,7,2,3,2,1,2,7,4,3,8,1,3,4,8,8,10,2,3,7,1,10,5,7,7,8,6,4,5,8,4,9,6,10,5,6,9,7,4,7,1,3,10,8,4,10,8,6,10,8,7,8,8,5,8,4,9,4,3,9,8,9,5
1,rug,7,4,2,2,5,7,3,6,5,7,4,6,3,4,6,3,9,3,2,5,4,6,9,8,5,7,4,2,8,8,4,3,8,4,1,4,3,5,10,3,2,1,4,3,6,3,1,6,3,4,5,7,7,7,4,6,6,3,8,1,5,4,7,2,6,4,6,1,7,2,8,3,4,5,5,2,8,3,2,8,7,5,7,7,4,9,9,2,6,6,4,6,3,8,6,2,7,6,6,3
2,floor,10,6,5,5,6,8,5,8,6,8,5,7,4,9,8,6,8,4,4,6,5,7,10,9,6,8,5,5,10,9,5,10,12,6,4,10,5,8,11,4,7,7,5,4,8,5,11,7,4,6,6,9,10,9,5,8,9,5,9,6,6,8,9,7,7,7,7,8,8,4,9,4,5,10,6,3,9,8,4,9,10,6,9,10,5,12,10,6,7,7,6,9,7,10,9,5,8,9,8,4
3,soft,9,7,6,1,3,9,1,10,4,10,2,9,2,3,5,5,7,2,3,8,3,4,8,6,7,10,7,4,7,7,11,11,7,2,2,9,2,7,9,5,9,6,6,5,5,6,5,9,5,5,7,10,9,8,3,5,5,4,11,3,4,6,6,5,9,8,5,5,6,5,7,2,3,7,8,5,6,5,5,11,9,7,8,9,2,7,11,4,5,5,2,10,5,5,8,4,5,7,5,6
4,red,5,10,7,6,8,6,10,11,0,6,0,10,8,8,3,4,10,7,5,4,6,8,1,12,4,5,3,6,6,6,1,2,11,3,6,7,9,2,8,0,10,10,10,6,11,7,9,2,7,0,2,6,6,6,6,7,0,8,7,4,9,5,4,8,8,6,2,6,10,3,5,6,7,4,9,6,5,7,6,6,6,1,6,6,3,5,5,5,3,9,0,4,6,7,10,7,6,4,7,0
5,sweeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,tack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,walk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,bag,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,4,12,0,8,0,12,0,9,12,1,11,0,8,8,11,0,0,0,0,0,0,10,0,7,10,0,0,9,0,0,12,0,0,11,0,0,9,0,10,11,0,0,10,0,0,0,0,0,0,9,8,0,0,0,0,0,7,12,12,12,0,9,8,2,0,0,0,0,12,0,12,0,0,0,0,11,8
9,room,0,0,9,0,0,0,0,5,0,11,0,8,6,0,9,0,5,6,0,10,0,0,11,7,11,11,9,0,11,0,6,9,10,9,0,11,7,10,6,0,5,8,7,0,9,0,8,11,6,0,10,0,0,11,0,9,10,0,6,8,8,9,10,0,0,9,9,10,0,0,11,7,11,11,0,0,10,0,9,12,11,8,11,11,0,11,12,0,0,0,0,11,0,11,0,8,10,10,10,7
10,blue,4,3,8,7,7,4,9,2,0,5,0,4,7,7,4,2,2,8,6,1,7,2,3,11,10,4,2,0,5,1,7,1,6,5,7,6,10,3,5,0,4,9,9,7,2,8,10,1,9,0,3,5,5,4,7,4,8,9,3,7,10,3,3,9,5,2,3,7,1,7,6,8,8,6,10,8,4,6,8,5,5,3,5,1,8,3,4,3,4,10,0,5,8,6,1,6,4,5,3,9
11,chair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
12,thick,3,9,3,8,0,1,6,4,2,2,0,2,9,6,1,8,3,9,8,3,8,9,6,2,2,1,1,0,4,5,8,6,3,8,8,2,1,4,3,0,6,5,8,8,3,9,4,3,8,0,1,2,3,5,8,1,1,6,1,10,2,2,2,1,1,3,4,3,4,8,2,9,10,2,2,7,3,2,7,4,4,9,2,3,7,4,3,8,2,2,3,3,2,2,5,9,1,2,4,0
13,deep,1,5,0,9,0,3,7,0,3,4,0,0,10,2,0,0,6,0,9,11,9,1,7,5,3,2,0,0,3,4,10,7,5,10,0,5,0,1,4,0,8,3,3,0,4,10,6,0,10,0,0,4,4,3,9,0,2,7,5,0,3,0,5,10,0,0,0,9,2,9,3,10,0,3,3,9,0,9,0,1,1,10,3,4,10,6,6,9,9,3,0,7,0,3,7,0,3,3,0,0
14,magic,2,1,0,0,2,0,8,9,0,1,0,0,0,0,2,0,4,0,0,0,0,0,5,3,0,3,0,0,1,3,0,5,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,0,1,0,3,1,1,0,0,3,0,4,0,0,0,0,3,3,0,0,0,3,0,4,0,2,0,1,0,2,0,0,2,3,11,4,5,11,2,7,0,0,4,0,2,0,4,2,0,2,0,2,1
15,wool,6,2,1,3,1,2,4,3,1,3,1,1,1,1,0,1,1,1,1,2,2,3,4,1,1,6,0,1,2,2,2,4,4,1,5,1,6,6,1,1,1,4,2,1,1,2,2,5,2,2,8,1,2,2,1,2,4,2,2,2,1,1,1,4,2,1,1,2,5,1,1,1,1,1,4,1,1,4,1,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,2
othr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,justice,6,5,1,7,2,7,1,5,1,5,7,3,9,3,5,7,4,2,9,6,7,5,8,6,4,2,7,8,7,7,1,7,7,3,5,7,2,7,8,7,6,1,5,5,4,5,4,5,6,3,3,4,7,4,6,1,2,6,4,5,2,9,8,7,1,7,1,1,4,6,8,8,6,5,5,4,7,6,7,7,8,2,7,8,4,2,5,5,1,7,1,3,4,7,3,7,7,4,8,7
1,peace,8,6,5,8,7,6,5,6,5,6,4,8,8,7,7,6,6,6,7,8,6,3,6,5,7,3,6,6,5,6,7,9,5,7,7,3,6,5,7,6,5,4,6,4,7,4,7,7,5,6,6,6,5,6,9,5,6,5,6,7,7,7,5,6,4,6,6,8,7,4,7,7,5,8,7,7,5,9,4,5,10,7,10,7,6,7,6,9,6,5,7,6,10,5,5,6,6,5,6,5
2,law,7,8,4,6,8,4,4,7,7,7,3,7,7,6,6,5,7,7,6,7,5,4,5,3,6,5,5,5,6,8,6,8,4,6,6,4,5,6,6,5,4,3,7,6,6,3,6,6,7,7,5,5,6,8,10,4,5,4,5,6,8,6,7,3,5,5,5,7,6,5,9,6,7,6,6,6,6,8,5,6,9,6,9,6,7,6,7,8,7,4,6,7,9,6,6,5,5,6,7,4
3,courts,5,7,3,4,6,5,2,4,4,3,1,5,6,8,4,4,5,5,4,4,3,1,3,4,5,1,4,4,3,5,4,2,1,5,3,5,7,2,5,4,3,5,4,3,3,1,5,4,4,5,4,1,4,1,8,3,4,2,2,4,6,8,4,4,2,4,3,6,5,3,5,5,4,2,4,5,4,7,3,4,3,5,3,5,5,5,4,6,3,6,5,5,8,4,4,4,4,7,5,6
4,judge,2,4,2,1,3,3,3,3,3,4,5,4,5,2,2,3,2,4,2,2,4,2,4,1,2,4,2,1,4,4,2,1,8,2,2,2,4,3,4,3,2,6,3,1,2,2,1,2,1,4,2,2,1,2,4,6,3,3,3,3,3,2,3,5,3,3,2,5,2,1,2,4,2,1,3,2,1,3,1,3,6,4,4,3,1,1,3,1,5,3,2,4,5,1,2,2,3,1,1,2
5,right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
6,liberty,10,9,0,9,9,9,6,10,6,9,9,9,10,10,9,8,8,8,8,9,9,8,7,7,9,6,8,9,9,10,8,11,6,9,9,10,9,9,9,8,0,0,8,7,8,6,8,9,9,10,8,8,8,7,11,0,8,7,7,9,9,4,11,9,0,9,7,10,9,9,6,9,8,9,0,8,9,10,6,9,11,8,11,9,9,9,8,7,10,10,10,0,6,9,7,9,8,11,9,8
7,government,9,1,6,5,5,8,9,8,8,8,8,6,11,9,10,9,9,9,5,5,10,9,9,8,8,7,10,7,8,9,9,6,9,8,8,8,8,8,3,9,8,2,9,8,9,7,9,10,8,9,9,7,9,9,5,0,7,8,9,8,10,5,9,8,0,8,9,11,8,7,4,3,9,4,8,9,8,5,8,8,2,9,6,4,8,8,9,11,8,8,8,0,7,8,8,8,9,8,2,9
